content,cleaned_text,tokenized_raw_text,tokenized_preprocessed_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
Sangat terbantu dengan cepat dan mudah dengan menggunakan DAMRI Apps ini karena efektif dan efisien. Terimakasih DAMRI dan semoga semakin Handal,sangat bantu cepat mudah guna damri apps karena efektif efisien terimakasih damri moga makin handal,"['sangat', 'terbantu', 'dengan', 'cepat', 'dan', 'mudah', 'dengan', 'menggunakan', 'damri', 'apps', 'ini', 'karena', 'efektif', 'dan', 'efisien', 'terimakasih', 'damri', 'dan', 'semoga', 'semakin', 'handal']","['sangat', 'bantu', 'cepat', 'mudah', 'guna', 'damri', 'apps', 'karena', 'efektif', 'efisien', 'terimakasih', 'damri', 'moga', 'makin', 'handal']",5,0,2.4,2020-01-12 12:48:57,,
Baik,baik,['baik'],['baik'],5,0,2.4,2020-01-11 20:25:39,,
Pembayaran terbatas gak bisa via mart,bayar batas tidak via mart,"['pembayaran', 'terbatas', 'gak', 'bisa', 'via', 'mart']","['bayar', 'batas', 'tidak', 'via', 'mart']",5,0,2.4,2020-01-11 20:01:30,,
Sangat menyenangkan,sangat senang,"['sangat', 'menyenangkan']","['sangat', 'senang']",5,0,2.4,2020-01-11 19:28:46,,
Mohon bantuanx gimana carax pesan bis damri dari bandung ke bandara kertajati,mohon bantu anx gimana carax pesan bis damri bandung bandara kertajati,"['mohon', 'bantuanx', 'gimana', 'carax', 'pesan', 'bis', 'damri', 'dari', 'bandung', 'ke', 'bandara', 'kertajati']","['mohon', 'bantuanx', 'gimana', 'carax', 'pesan', 'bis', 'damri', 'bandung', 'bandara', 'kertajati']",5,0,2.4,2020-01-11 19:10:31,,
Mantaff,mantaff,['mantaff'],['mantaff'],5,0,2.4,2020-01-11 16:34:10,,
Kenapa e tiket damri tidak terkirim di email? Soalnya saya mau cetak padahal sudah mengikuti prosedur mengirim e tiket ke email,e tiket damri kirim email soal mau cetak padahal ikut prosedur kirim e tiket email,"['kenapa', 'e', 'tiket', 'damri', 'tidak', 'terkirim', 'di', 'email', 'soalnya', 'saya', 'mau', 'cetak', 'padahal', 'sudah', 'mengikuti', 'prosedur', 'mengirim', 'e', 'tiket', 'ke', 'email']","['e', 'tiket', 'damri', 'kirim', 'email', 'soal', 'mau', 'cetak', 'padahal', 'ikut', 'prosedur', 'kirim', 'e', 'tiket', 'email']",1,0,2.4,2020-01-11 16:30:45,,
"Mohon ditambah untuk seat nya supaya lebih 4 seat,trimakasih",mohon tambah seat lebih 4 seattrimakasih,"['mohon', 'ditambah', 'untuk', 'seat', 'nya', 'supaya', 'lebih', '4', 'seattrimakasih']","['mohon', 'tambah', 'seat', 'nya', 'lebih', '4', 'seattrimakasih']",5,0,,2020-01-11 15:16:37,,
Sangat terbantu,sangat bantu,"['sangat', 'terbantu']","['sangat', 'bantu']",5,0,2.4,2020-01-11 09:36:17,,
Aplikasi sangat Mendukung!!,aplikasi sangat dukung,"['aplikasi', 'sangat', 'mendukung']","['aplikasi', 'sangat', 'dukung']",5,0,2.4,2020-01-10 22:36:18,,
Nyaman naik damri,nyaman naik damri,"['nyaman', 'naik', 'damri']","['nyaman', 'naik', 'damri']",5,0,2.4,2020-01-10 22:15:52,,
Praktis ekonomis👍👍👍,praktis ekonomis,"['praktis', 'ekonomis']","['praktis', 'ekonomis']",5,0,2.4,2020-01-10 20:59:58,,
lebih gampang,lebih gampang,"['lebih', 'gampang']","['lebih', 'gampang']",5,0,2.4,2020-01-10 20:52:15,,
Puas bingit,puas bingit,"['puas', 'bingit']","['puas', 'bingit']",5,0,2.4,2020-01-10 18:57:45,,
Owkeh,owkeh,['owkeh'],['owkeh'],5,0,2.4,2020-01-10 18:38:27,,
Joozz,joozz,['joozz'],['joozz'],5,0,2.4,2020-01-10 17:16:59,,
Sangat membantu,sangat bantu,"['sangat', 'membantu']","['sangat', 'bantu']",5,0,2.4,2020-01-10 16:41:59,,
Mantappp,mantappp,['mantappp'],['mantappp'],5,0,2.4,2020-01-10 16:34:19,,
"Saya install, saya daftar, kemudian tahapan selanjutnya aplikasi akan mengirimkan kode verifikasi. Dan setelah seharian kode verifikasi tidak dikirimkan maka langsung saya uninstall. Lebih mudah bayar karcis sama kondektur diatas bus damri langsung.",install daftar kemudian tahap lanjut aplikasi kirim kode verifikasi telah hari kode verifikasi kirim langsung uninstall lebih mudah bayar karcis sama kondektur atas bus damri langsung,"['saya', 'install', 'saya', 'daftar', 'kemudian', 'tahapan', 'selanjutnya', 'aplikasi', 'akan', 'mengirimkan', 'kode', 'verifikasi', 'dan', 'setelah', 'seharian', 'kode', 'verifikasi', 'tidak', 'dikirimkan', 'maka', 'langsung', 'saya', 'uninstall', 'lebih', 'mudah', 'bayar', 'karcis', 'sama', 'kondektur', 'diatas', 'bus', 'damri', 'langsung']","['install', 'daftar', 'kemudian', 'tahap', 'lanjut', 'aplikasi', 'kirim', 'kode', 'verifikasi', 'telah', 'hari', 'kode', 'verifikasi', 'kirim', 'langsung', 'uninstall', 'lebih', 'mudah', 'bayar', 'karcis', 'sama', 'kondektur', 'atas', 'bus', 'damri', 'langsung']",1,0,,2020-01-10 12:51:32,,
"Secara overall oke, cuma masih kurang smooth aplikasinya dlm pesan tiket atau dlm pemilihan rute.",cara overall oke cuma kurang smooth aplikasi dlm pesan tiket dlm pilih rute,"['secara', 'overall', 'oke', 'cuma', 'masih', 'kurang', 'smooth', 'aplikasinya', 'dlm', 'pesan', 'tiket', 'atau', 'dlm', 'pemilihan', 'rute']","['cara', 'overall', 'oke', 'cuma', 'kurang', 'smooth', 'aplikasi', 'dlm', 'pesan', 'tiket', 'dlm', 'pilih', 'rute']",4,0,2.4,2020-01-10 12:33:49,,
Kenapa sudah instal Tpi ga bisa dibuka Sudah daftar tapi kode verifikasi ga masuk di email saya. Tolong di bantu Sudah download tpi ga bisa di pakai Rugiiiii,instal tpi tidak buka daftar kode verifikasi tidak masuk email tolong bantu sudah download tpi tidak di pakai rugiiiii,"['kenapa', 'sudah', 'instal', 'tpi', 'ga', 'bisa', 'dibuka', 'sudah', 'daftar', 'tapi', 'kode', 'verifikasi', 'ga', 'masuk', 'di', 'email', 'saya', 'tolong', 'di', 'bantu', 'sudah', 'download', 'tpi', 'ga', 'bisa', 'di', 'pakai', 'rugiiiii']","['instal', 'tpi', 'tidak', 'buka', 'daftar', 'kode', 'verifikasi', 'tidak', 'masuk', 'email', 'tolong', 'bantu', 'sudah', 'download', 'tpi', 'tidak', 'di', 'pakai', 'rugiiiii']",1,0,2.4,2020-01-10 10:36:37,"Kami memohon maaf atas ketidaknyamanan, silakan cek kode verifikasi di folder Inbox, Promotion, atau Spam pada email anda yaa. Apabila masih bermasalah silakan hubungi cs@damri.co.id agar kami dapat menindaklanjuti permasalahan anda.",2020-01-10 10:38:21
Membantu sih untuk pesan tiket mendadak. Tpi metode pembayarannya sangat terbatas.. mohon tambahkan transfer bank selain mandiri dan metode via alfamart/indomaret dong..,bantu sih pesan tiket dadak tpi metode bayar sangat batas mohon tambah transfer bank mandiri metode via alfamartindomaret dong,"['membantu', 'sih', 'untuk', 'pesan', 'tiket', 'mendadak', 'tpi', 'metode', 'pembayarannya', 'sangat', 'terbatas', 'mohon', 'tambahkan', 'transfer', 'bank', 'selain', 'mandiri', 'dan', 'metode', 'via', 'alfamartindomaret', 'dong']","['bantu', 'sih', 'pesan', 'tiket', 'dadak', 'tpi', 'metode', 'bayar', 'sangat', 'batas', 'mohon', 'tambah', 'transfer', 'bank', 'mandiri', 'metode', 'via', 'alfamartindomaret', 'dong']",3,0,2.4,2020-01-10 07:12:43,,
!keren,keren,['keren'],['keren'],5,0,2.4,2020-01-10 00:44:59,,
"Harusnya hanya untuk melihat harga tiket dan jadwal. Tak perlu registrasi dulu. Ini kan untuk umum. Kecuali jika ingin pesan tiket, baru perlu registrasi.",hanya lihat harga tiket jadwal tak perlu registrasi dulu kan umum jika pesan tiket baru perlu registrasi,"['harusnya', 'hanya', 'untuk', 'melihat', 'harga', 'tiket', 'dan', 'jadwal', 'tak', 'perlu', 'registrasi', 'dulu', 'ini', 'kan', 'untuk', 'umum', 'kecuali', 'jika', 'ingin', 'pesan', 'tiket', 'baru', 'perlu', 'registrasi']","['hanya', 'lihat', 'harga', 'tiket', 'jadwal', 'tak', 'perlu', 'registrasi', 'dulu', 'kan', 'umum', 'jika', 'pesan', 'tiket', 'baru', 'perlu', 'registrasi']",1,0,,2020-01-09 22:17:27,,
"Mantaaap,",mantaaap,['mantaaap'],['mantaaap'],5,0,2.4,2020-01-09 22:05:02,,
sangat membantu,sangat bantu,"['sangat', 'membantu']","['sangat', 'bantu']",4,0,2.4,2020-01-09 19:27:39,,
"alhamdulillah aplikasinya semakin baik, sdh banyak pilihan metode pembayarannya. hanya saja, tidak ada tombol utk data pemesan bisa lgsg auto masuk sebagai penumpang, sehingga harus ketik ulang lagi mulai dari nama hingga no. ktp. semoga ke depan lebih baik lagi sistemnya.",alhamdulillah aplikasi makin baik sdh banyak pilih metode bayar saja ada tombol utk data mes lgsg auto masuk bagai tumpang harus ketik ulang mulai nama hingga no ktp moga depan lebih baik sistem,"['alhamdulillah', 'aplikasinya', 'semakin', 'baik', 'sdh', 'banyak', 'pilihan', 'metode', 'pembayarannya', 'hanya', 'saja', 'tidak', 'ada', 'tombol', 'utk', 'data', 'pemesan', 'bisa', 'lgsg', 'auto', 'masuk', 'sebagai', 'penumpang', 'sehingga', 'harus', 'ketik', 'ulang', 'lagi', 'mulai', 'dari', 'nama', 'hingga', 'no', 'ktp', 'semoga', 'ke', 'depan', 'lebih', 'baik', 'lagi', 'sistemnya']","['alhamdulillah', 'aplikasi', 'makin', 'baik', 'sdh', 'banyak', 'pilih', 'metode', 'bayar', 'saja', 'ada', 'tombol', 'utk', 'data', 'mes', 'lgsg', 'auto', 'masuk', 'bagai', 'tumpang', 'harus', 'ketik', 'ulang', 'mulai', 'nama', 'hingga', 'no', 'ktp', 'moga', 'depan', 'lebih', 'baik', 'sistem']",4,5,2.4,2020-01-09 15:25:54,,
"Memudahkan saya dalam pemesanan tiket, jadi ga perlu ke pool damri nya. Saya kemarin naik damri royal class, Tapi tiketnya sekarang unik ya, cuma potongan kertas kecil yang ditulis nomor kursi kita. I think it's the way to go green 😂 Thank you Damri!",mudah dalam mesan tiket jadi tidak perlu pool damri kemarin naik damri royal class tiket sekarang unik cuma potong kertas kecil tulis nomor kursi i think its the way to go green thank you damri,"['memudahkan', 'saya', 'dalam', 'pemesanan', 'tiket', 'jadi', 'ga', 'perlu', 'ke', 'pool', 'damri', 'nya', 'saya', 'kemarin', 'naik', 'damri', 'royal', 'class', 'tapi', 'tiketnya', 'sekarang', 'unik', 'ya', 'cuma', 'potongan', 'kertas', 'kecil', 'yang', 'ditulis', 'nomor', 'kursi', 'kita', 'i', 'think', 'its', 'the', 'way', 'to', 'go', 'green', 'thank', 'you', 'damri']","['mudah', 'dalam', 'mesan', 'tiket', 'jadi', 'tidak', 'perlu', 'pool', 'damri', 'nya', 'kemarin', 'naik', 'damri', 'royal', 'class', 'tiket', 'sekarang', 'unik', 'cuma', 'potong', 'kertas', 'kecil', 'tulis', 'nomor', 'kursi', 'i', 'think', 'its', 'the', 'way', 'to', 'go', 'green', 'thank', 'you', 'damri']",5,4,2.4,2020-01-09 11:14:42,,
Luar biasa,luar biasa,"['luar', 'biasa']","['luar', 'biasa']",5,0,2.4,2020-01-09 11:10:47,,
Ok,,['ok'],[],5,0,2.4,2020-01-09 00:39:23,,
Mantul 😊👍,mantul,['mantul'],['mantul'],5,0,,2020-01-08 19:00:09,,
Mantaf,mantaf,['mantaf'],['mantaf'],5,0,2.4,2020-01-08 18:38:44,,
Nice damri...,nice damri,"['nice', 'damri']","['nice', 'damri']",5,0,2.4,2020-01-08 17:47:55,,
Tingkatkan,tingkat,['tingkatkan'],['tingkat'],5,0,2.4,2020-01-08 16:26:18,,
Semangat Maju Terus Damri tingkatkan Kualitas,semangat maju terus damri tingkat kualitas,"['semangat', 'maju', 'terus', 'damri', 'tingkatkan', 'kualitas']","['semangat', 'maju', 'terus', 'damri', 'tingkat', 'kualitas']",5,0,2.4,2020-01-08 16:20:27,,
Keren,keren,['keren'],['keren'],5,0,2.4,2020-01-08 16:02:58,,
Kadang suka ke logout sendiri kenapa ya?,kadang suka logout sendiri ya,"['kadang', 'suka', 'ke', 'logout', 'sendiri', 'kenapa', 'ya']","['kadang', 'suka', 'logout', 'sendiri', 'ya']",1,0,,2020-01-08 15:49:35,,
Memudahkan,mudah,['memudahkan'],['mudah'],5,0,2.4,2020-01-08 15:41:14,,
Damri,damri,['damri'],['damri'],5,0,2.4,2020-01-08 15:20:24,,
Bermanfaat,manfaat,['bermanfaat'],['manfaat'],5,0,2.4,2020-01-08 14:50:52,,
Satu bintang aja masak mau daftar aja susahny belajar lagi bikin aplikasi berbasis android masak sekelas damri aja devlopernya masing kacang,satu bintang masak mau daftar susah ny ajar bikin aplikasi bas android masak kelas damri devlopernya masing kacang,"['satu', 'bintang', 'aja', 'masak', 'mau', 'daftar', 'aja', 'susahny', 'belajar', 'lagi', 'bikin', 'aplikasi', 'berbasis', 'android', 'masak', 'sekelas', 'damri', 'aja', 'devlopernya', 'masing', 'kacang']","['satu', 'bintang', 'aja', 'masak', 'mau', 'daftar', 'aja', 'susahny', 'ajar', 'bikin', 'aplikasi', 'bas', 'android', 'masak', 'kelas', 'damri', 'aja', 'devlopernya', 'masing', 'kacang']",1,0,2.4,2020-01-08 12:04:24,,
Tingkatkan terus layanannya trus KL bisa setiap berangkat mlm Senin bisa naik ke dermaga eksekutif biar sampai Jakarta atau Bekasi lebih pagi dan nyaman,tingkat terus layan trus kl tiap berangkat mlm senin naik dermaga eksekutif biar jakarta bekas lebih pagi nyaman,"['tingkatkan', 'terus', 'layanannya', 'trus', 'kl', 'bisa', 'setiap', 'berangkat', 'mlm', 'senin', 'bisa', 'naik', 'ke', 'dermaga', 'eksekutif', 'biar', 'sampai', 'jakarta', 'atau', 'bekasi', 'lebih', 'pagi', 'dan', 'nyaman']","['tingkat', 'terus', 'layan', 'trus', 'kl', 'tiap', 'berangkat', 'mlm', 'senin', 'naik', 'dermaga', 'eksekutif', 'biar', 'jakarta', 'bekas', 'lebih', 'pagi', 'nyaman']",4,0,2.4,2020-01-08 11:17:41,,
Gimana nih ? Mau buat akun aja ga bisa ? Kode verifikasi gak kekirim ke email ? Udah ngadu lewat email lewat call center ga beres juga ? Apa harus ganti hp kali ?,gimana nih mau buat akun tidak kode verifikasi tidak kirim email udah ngadu lewat email lewat call center tidak beres apa ganti hp kali,"['gimana', 'nih', 'mau', 'buat', 'akun', 'aja', 'ga', 'bisa', 'kode', 'verifikasi', 'gak', 'kekirim', 'ke', 'email', 'udah', 'ngadu', 'lewat', 'email', 'lewat', 'call', 'center', 'ga', 'beres', 'juga', 'apa', 'harus', 'ganti', 'hp', 'kali']","['gimana', 'nih', 'mau', 'buat', 'akun', 'aja', 'tidak', 'kode', 'verifikasi', 'tidak', 'kirim', 'email', 'udah', 'ngadu', 'lewat', 'email', 'lewat', 'call', 'center', 'tidak', 'beres', 'apa', 'ganti', 'hp', 'kali']",3,0,2.4,2020-01-08 10:29:48,,
Baik,baik,['baik'],['baik'],4,0,2.3,2020-01-08 06:45:35,,
"Simpel dan sangat membantu, ga perlu pesan tiket ke loket",simpel sangat bantu tidak perlu pesan tiket loket,"['simpel', 'dan', 'sangat', 'membantu', 'ga', 'perlu', 'pesan', 'tiket', 'ke', 'loket']","['simpel', 'sangat', 'bantu', 'tidak', 'perlu', 'pesan', 'tiket', 'loket']",5,0,2.4,2020-01-07 23:48:51,,
"Bagus sangat membantu, di traveloka kehabisan ternyata disini masih tersisa , terimakasih aplikasi damri",bagus sangat bantu traveloka habis nyata sini sisa terimakasih aplikasi damri,"['bagus', 'sangat', 'membantu', 'di', 'traveloka', 'kehabisan', 'ternyata', 'disini', 'masih', 'tersisa', 'terimakasih', 'aplikasi', 'damri']","['bagus', 'sangat', 'bantu', 'traveloka', 'habis', 'nyata', 'sini', 'sisa', 'terimakasih', 'aplikasi', 'damri']",5,0,2.4,2020-01-07 23:38:59,,
"Mau login ribet nya setengah mati , jauh lbih rumit di bandingkan bikin surat kawin😂",mau login ribet tengah mati jauh lbih rumit banding bikin surat kawin,"['mau', 'login', 'ribet', 'nya', 'setengah', 'mati', 'jauh', 'lbih', 'rumit', 'di', 'bandingkan', 'bikin', 'surat', 'kawin']","['mau', 'login', 'ribet', 'nya', 'tengah', 'mati', 'jauh', 'lbih', 'rumit', 'banding', 'bikin', 'surat', 'kawin']",1,0,2.4,2020-01-07 22:55:42,,
Okeee,okeee,['okeee'],['okeee'],5,0,2.4,2020-01-07 19:30:04,,
Siiippp 👍DAMRI,siiippp damri,"['siiippp', 'damri']","['siiippp', 'damri']",5,0,2.4,2020-01-07 19:21:03,,
Saya naek DAMRI hari Senin MLM selasa 07-01-2020 Kecewa rasanya .naek bis eksekutif berasa kelas biasa .tidak ada colokan casan mobil sedikit rusak perjalanan lama juga Semoga kdpnya lebih diperhatikan lagi Terimakasi,naek damri hari senin mlm selasa 07012020 kecewa rasa naek bis eksekutif asa kelas biasa ada colok cas mobil sedikit rusak jalan lama moga kdpnya lebih perhati terimakasi,"['saya', 'naek', 'damri', 'hari', 'senin', 'mlm', 'selasa', '07012020', 'kecewa', 'rasanya', 'naek', 'bis', 'eksekutif', 'berasa', 'kelas', 'biasa', 'tidak', 'ada', 'colokan', 'casan', 'mobil', 'sedikit', 'rusak', 'perjalanan', 'lama', 'juga', 'semoga', 'kdpnya', 'lebih', 'diperhatikan', 'lagi', 'terimakasi']","['naek', 'damri', 'hari', 'senin', 'mlm', 'selasa', '07012020', 'kecewa', 'rasa', 'naek', 'bis', 'eksekutif', 'asa', 'kelas', 'biasa', 'ada', 'colok', 'cas', 'mobil', 'sedikit', 'rusak', 'jalan', 'lama', 'moga', 'kdpnya', 'lebih', 'perhati', 'terimakasi']",2,0,,2020-01-07 14:00:17,,
Senin 06 Januari 2020 saya pesan tiket DAMRI & segera bayar lunas namun dianggap kadaluarsa,senin 06 januari 2020 pesan tiket damri segera bayar lunas anggap kadaluarsa,"['senin', '06', 'januari', '2020', 'saya', 'pesan', 'tiket', 'damri', 'segera', 'bayar', 'lunas', 'namun', 'dianggap', 'kadaluarsa']","['senin', '06', 'januari', '2020', 'pesan', 'tiket', 'damri', 'segera', 'bayar', 'lunas', 'anggap', 'kadaluarsa']",3,0,2.4,2020-01-07 13:32:01,,
Keren,keren,['keren'],['keren'],5,0,2.4,2020-01-07 13:08:41,,
"Sangat membantu, beli tiket jadi praktis & tidak repot. Terima kasih DAMRI",sangat bantu beli tiket jadi praktis repot terima kasih damri,"['sangat', 'membantu', 'beli', 'tiket', 'jadi', 'praktis', 'tidak', 'repot', 'terima', 'kasih', 'damri']","['sangat', 'bantu', 'beli', 'tiket', 'jadi', 'praktis', 'repot', 'terima', 'kasih', 'damri']",5,0,2.4,2020-01-07 12:48:17,,
"Bravo Damri, kemajuan, apps ok, gak kalah sm app travel lain nya. Maju terus Damri",bravo damri maju apps tidak kalah sm app travel maju terus damri,"['bravo', 'damri', 'kemajuan', 'apps', 'ok', 'gak', 'kalah', 'sm', 'app', 'travel', 'lain', 'nya', 'maju', 'terus', 'damri']","['bravo', 'damri', 'maju', 'apps', 'tidak', 'kalah', 'sm', 'app', 'travel', 'nya', 'maju', 'terus', 'damri']",5,0,2.4,2020-01-07 08:33:44,,
Applikasi berjalan lancar. Pembayaran saya pakai linkaja sangat mudah dan tidak kena charge,applikasi jalan lancar bayar pakai linkaja sangat mudah tidak kena charge,"['applikasi', 'berjalan', 'lancar', 'pembayaran', 'saya', 'pakai', 'linkaja', 'sangat', 'mudah', 'dan', 'tidak', 'kena', 'charge']","['applikasi', 'jalan', 'lancar', 'bayar', 'pakai', 'linkaja', 'sangat', 'mudah', 'tidak', 'kena', 'charge']",5,0,2.4,2020-01-07 08:28:37,,
Dr bekasi ke halim kok ga ada?yg ada hanya ke cgk?,dr bekas halim kok tidak adayg hanya cgk,"['dr', 'bekasi', 'ke', 'halim', 'kok', 'ga', 'adayg', 'ada', 'hanya', 'ke', 'cgk']","['dr', 'bekas', 'halim', 'kok', 'tidak', 'adayg', 'hanya', 'cgk']",4,0,2.4,2020-01-07 08:00:05,,
Ok,,['ok'],[],4,0,2.4,2020-01-06 21:47:06,,
Pemesanan mudah,mesan mudah,"['pemesanan', 'mudah']","['mesan', 'mudah']",5,0,2.4,2020-01-06 19:41:24,,
Oke bats,oke bats,"['oke', 'bats']","['oke', 'bats']",5,0,2.4,2020-01-06 18:52:37,,
"Bintang 3 dulu, soalnya baru pertama pakai aplikasi.",bintang 3 dulu soal baru pertama pakai aplikasi,"['bintang', '3', 'dulu', 'soalnya', 'baru', 'pertama', 'pakai', 'aplikasi']","['bintang', '3', 'dulu', 'soal', 'baru', 'pertama', 'pakai', 'aplikasi']",3,0,2.4,2020-01-06 17:59:53,,
Sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']",5,0,1.10,2020-01-06 17:55:24,,
Bagus,bagus,['bagus'],['bagus'],5,0,2.4,2020-01-06 17:47:50,,
Very Nice,very nice,"['very', 'nice']","['very', 'nice']",5,0,2.4,2020-01-06 17:15:41,,
Mantap,mantap,['mantap'],['mantap'],5,0,2.4,2020-01-06 15:18:55,,
"Mantab, perjalanan pulang kampung jadi lebih mudah, gak usah jauh2 beli tiket, tinggal klik ajah,,, makasih",mantab jalan pulang kampung jadi lebih mudah tidak usah jauh2 beli tiket tinggal klik ajah makasih,"['mantab', 'perjalanan', 'pulang', 'kampung', 'jadi', 'lebih', 'mudah', 'gak', 'usah', 'jauh2', 'beli', 'tiket', 'tinggal', 'klik', 'ajah', 'makasih']","['mantab', 'jalan', 'pulang', 'kampung', 'jadi', 'lebih', 'mudah', 'tidak', 'usah', 'jauh2', 'beli', 'tiket', 'tinggal', 'klik', 'ajah', 'makasih']",5,0,2.4,2020-01-06 15:01:05,,
"Sangat membantu, tidak perlu takut kehabisan tiket.",sangat bantu perlu takut habis tiket,"['sangat', 'membantu', 'tidak', 'perlu', 'takut', 'kehabisan', 'tiket']","['sangat', 'bantu', 'perlu', 'takut', 'habis', 'tiket']",5,0,2.4,2020-01-06 08:49:17,,
Tidak repot2 ke Gambir beli tiket sayangnya pilihan bank transfernya belum banyak hanya ada mandiri,repot2 gambir beli tiket sayang pilih bank transfer banyak ada mandiri,"['tidak', 'repot2', 'ke', 'gambir', 'beli', 'tiket', 'sayangnya', 'pilihan', 'bank', 'transfernya', 'belum', 'banyak', 'hanya', 'ada', 'mandiri']","['repot2', 'gambir', 'beli', 'tiket', 'sayang', 'pilih', 'bank', 'transfer', 'banyak', 'ada', 'mandiri']",3,0,2.4,2020-01-06 08:30:09,,
Saya pengguna jasa damri. Alhamdulillaah. Sangat membantu dan memudahkan dalam membeli tiket.👍,guna jasa damri alhamdulillaah sangat bantu mudah beli tiket,"['saya', 'pengguna', 'jasa', 'damri', 'alhamdulillaah', 'sangat', 'membantu', 'dan', 'memudahkan', 'dalam', 'membeli', 'tiket']","['guna', 'jasa', 'damri', 'alhamdulillaah', 'sangat', 'bantu', 'mudah', 'beli', 'tiket']",5,0,2.4,2020-01-06 07:51:56,,
Mantaaaaap,mantaaaaap,['mantaaaaap'],['mantaaaaap'],5,0,2.4,2020-01-06 07:18:21,,
Memudahkan,mudah,['memudahkan'],['mudah'],5,0,2.4,2020-01-05 21:36:49,,
Easy to use. Fast to book.,easy to use fast to book,"['easy', 'to', 'use', 'fast', 'to', 'book']","['easy', 'to', 'use', 'fast', 'to', 'book']",5,0,2.4,2020-01-05 20:54:42,,
Sangat memudahkan,sangat mudah,"['sangat', 'memudahkan']","['sangat', 'mudah']",5,0,2.4,2020-01-05 19:00:54,,
"Terbantu sekali, ini untuk pertama kali Semoga sesuai dengan apa yg aplikasi katakan.",bantu sekali untuk pertama kali moga sesuai apa aplikasi kata,"['terbantu', 'sekali', 'ini', 'untuk', 'pertama', 'kali', 'semoga', 'sesuai', 'dengan', 'apa', 'yg', 'aplikasi', 'katakan']","['bantu', 'sekali', 'untuk', 'pertama', 'kali', 'moga', 'sesuai', 'apa', 'yg', 'aplikasi', 'kata']",5,0,2.4,2020-01-05 18:46:36,,
"APL Cakap Sangat berguna untuk Masyarakat, Tapi syg dari Tujuan Talang Padang Tanggamus, Tidak ada Sampai di Bogor, Cibinong Deeui??",apl cakap sangat untuk masyarakat syg tuju talang padang tanggamus ada di bogor cibinong deeui,"['apl', 'cakap', 'sangat', 'berguna', 'untuk', 'masyarakat', 'tapi', 'syg', 'dari', 'tujuan', 'talang', 'padang', 'tanggamus', 'tidak', 'ada', 'sampai', 'di', 'bogor', 'cibinong', 'deeui']","['apl', 'cakap', 'sangat', 'untuk', 'masyarakat', 'syg', 'tuju', 'talang', 'padang', 'tanggamus', 'ada', 'di', 'bogor', 'cibinong', 'deeui']",5,0,,2020-01-05 18:39:10,,
